cuda:1 [14, 5, 0, 0, 47, 80, 37, 9, 0, 10, 9, 0, 1, 104, 2, 647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 365, 0, 0, 0, 0, 26, 9, 156, 0, 2, 0, 0, 2, 100, 0, 20, 0, 2, 0, 0, 0, 0, 69, 35, 0, 38, 7, 12, 0, 15, 0, 14, 741, 483, 0, 6]
cuda:3 [5, 2, 0, 0, 29, 125, 20, 2, 1, 8, 3, 0, 2, 56, 0, 428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 228, 0, 0, 0, 3, 15, 3, 100, 0, 0, 1, 0, 1, 53, 0, 44, 0, 3, 0, 0, 0, 0, 31, 21, 0, 34, 6, 5, 0, 10, 0, 11, 509, 275, 0, 10]
cuda:3 [0, 10, 0, 0, 23, 26, 17, 0, 0, 10, 1, 1, 0, 124, 1, 563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 281, 0, 0, 0, 1, 6, 18, 100, 0, 3, 1, 0, 1, 16, 0, 9, 0, 4, 0, 0, 0, 0, 67, 35, 0, 26, 3, 8, 0, 9, 0, 26, 333, 295, 0, 22]
cuda:1 [2, 2, 0, 0, 25, 99, 32, 5, 4, 18, 0, 0, 0, 119, 1, 838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 407, 0, 0, 0, 2, 6, 16, 156, 0, 2, 1, 0, 2, 19, 0, 34, 0, 9, 0, 0, 0, 0, 88, 38, 0, 40, 2, 13, 0, 12, 0, 22, 520, 470, 0, 58]
cuda:2 [4, 4, 0, 0, 26, 51, 27, 5, 1, 17, 3, 0, 0, 179, 2, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 436, 0, 0, 0, 1, 10, 15, 155, 0, 4, 0, 0, 0, 26, 0, 21, 0, 4, 0, 0, 0, 0, 84, 35, 0, 40, 2, 10, 0, 31, 0, 26, 505, 437, 0, 28]
cuda:1 [0, 19, 0, 0, 29, 55, 85, 6, 0, 10, 0, 1, 0, 209, 6, 737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 428, 0, 0, 2, 0, 30, 1, 192, 0, 3, 0, 0, 1, 46, 0, 4, 1, 13, 0, 0, 0, 0, 71, 55, 0, 28, 1, 29, 0, 33, 0, 17, 546, 324, 0, 44]
cuda:2 [4, 10, 0, 0, 16, 134, 69, 5, 1, 6, 0, 2, 0, 160, 3, 861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 337, 0, 0, 1, 2, 13, 5, 190, 0, 3, 0, 0, 1, 36, 0, 14, 1, 9, 0, 0, 0, 0, 73, 33, 0, 36, 1, 19, 0, 32, 0, 16, 576, 281, 0, 91]
cuda:3 [2, 6, 0, 0, 23, 35, 69, 5, 1, 9, 1, 1, 0, 171, 4, 465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 306, 0, 0, 0, 0, 20, 4, 108, 0, 2, 0, 0, 1, 17, 0, 2, 0, 3, 0, 0, 0, 0, 37, 35, 0, 27, 1, 35, 0, 24, 0, 14, 348, 209, 0, 36]
cuda:2 [3, 31, 0, 6, 7, 113, 143, 9, 7, 13, 1, 3, 0, 246, 24, 645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 248, 0, 0, 9, 0, 69, 1, 255, 0, 2, 3, 0, 0, 32, 0, 10, 0, 25, 0, 0, 3, 0, 71, 59, 0, 36, 0, 49, 1, 45, 0, 16, 515, 251, 0, 50]
cuda:3 [0, 20, 0, 5, 5, 39, 111, 10, 2, 9, 0, 3, 0, 206, 26, 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52, 172, 0, 0, 4, 0, 43, 1, 179, 0, 2, 0, 0, 0, 20, 0, 1, 0, 13, 0, 0, 6, 0, 40, 42, 0, 22, 0, 35, 0, 31, 0, 16, 361, 169, 0, 20]
cuda:1 [3, 26, 0, 5, 11, 111, 112, 9, 2, 13, 0, 6, 0, 258, 22, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 235, 0, 0, 5, 0, 63, 1, 280, 0, 0, 0, 0, 0, 27, 0, 3, 0, 25, 1, 0, 4, 0, 77, 43, 0, 43, 0, 67, 0, 58, 0, 19, 607, 233, 0, 30]
